age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,services,single,secondary,no,-779,yes,no,unknown,28,may,198,2,-1,0,unknown,no
50,admin.,married,secondary,no,3636,no,no,unknown,28,may,290,1,-1,0,unknown,no
27,services,single,secondary,no,9636,yes,no,unknown,28,may,184,2,-1,0,unknown,no
56,retired,married,primary,no,-299,yes,no,unknown,28,may,68,1,-1,0,unknown,no
26,unemployed,married,primary,no,70,yes,no,unknown,28,may,99,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,314,yes,no,unknown,28,may,184,2,-1,0,unknown,no
34,technician,married,secondary,no,1246,no,no,unknown,28,may,88,3,-1,0,unknown,no
32,admin.,single,secondary,no,562,yes,no,unknown,28,may,116,6,-1,0,unknown,no
36,management,single,secondary,no,302,no,no,unknown,28,may,60,6,-1,0,unknown,no
29,services,divorced,secondary,no,1336,yes,no,unknown,28,may,298,5,-1,0,unknown,no
44,blue-collar,married,secondary,no,-73,yes,no,unknown,28,may,80,9,-1,0,unknown,no
26,blue-collar,married,unknown,no,407,yes,no,unknown,28,may,346,2,-1,0,unknown,no
53,management,married,tertiary,no,490,yes,no,unknown,28,may,103,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,156,yes,yes,unknown,28,may,47,1,-1,0,unknown,no
37,management,married,tertiary,no,655,no,no,unknown,28,may,244,3,-1,0,unknown,no
31,admin.,married,unknown,yes,-310,yes,no,unknown,28,may,433,3,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,105,yes,yes,unknown,28,may,118,1,-1,0,unknown,no
59,technician,married,secondary,no,0,yes,yes,unknown,28,may,109,1,-1,0,unknown,no
50,admin.,single,secondary,no,330,yes,no,unknown,28,may,24,1,-1,0,unknown,no
29,admin.,married,secondary,no,445,yes,no,unknown,28,may,489,2,-1,0,unknown,no
27,management,single,tertiary,no,1995,yes,no,unknown,28,may,239,2,-1,0,unknown,no
29,admin.,married,secondary,no,5605,yes,no,unknown,28,may,117,2,-1,0,unknown,no
51,services,divorced,secondary,no,-245,yes,yes,unknown,28,may,612,2,-1,0,unknown,no
60,retired,married,primary,no,170,yes,no,unknown,28,may,338,2,-1,0,unknown,no
28,technician,single,secondary,no,1417,yes,no,unknown,28,may,491,1,-1,0,unknown,no
28,student,single,secondary,no,949,yes,no,unknown,28,may,1730,1,-1,0,unknown,yes
33,admin.,single,primary,no,-258,yes,no,unknown,28,may,193,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,504,yes,no,unknown,28,may,260,2,-1,0,unknown,no
31,management,single,tertiary,no,-160,yes,no,unknown,28,may,202,2,-1,0,unknown,no
31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,unknown,no
34,blue-collar,married,secondary,no,-58,yes,yes,unknown,28,may,157,2,-1,0,unknown,no
25,blue-collar,divorced,secondary,no,2428,yes,no,unknown,28,may,376,4,-1,0,unknown,no
57,admin.,married,secondary,no,100,no,no,unknown,28,may,23,16,-1,0,unknown,no
54,retired,married,secondary,no,24,yes,no,unknown,28,may,404,1,-1,0,unknown,no
30,student,single,tertiary,no,2030,yes,no,unknown,28,may,27,2,-1,0,unknown,no
26,student,single,tertiary,no,0,yes,no,unknown,28,may,124,1,-1,0,unknown,no
26,technician,single,secondary,no,855,yes,no,unknown,28,may,87,2,-1,0,unknown,no
27,technician,single,secondary,no,648,yes,no,unknown,28,may,198,3,-1,0,unknown,no
32,admin.,single,secondary,no,73,yes,no,unknown,28,may,545,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,1039,yes,no,unknown,28,may,44,7,-1,0,unknown,no
29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,unknown,no
58,retired,married,secondary,no,255,no,no,unknown,28,may,362,3,-1,0,unknown,no
34,technician,married,secondary,no,6,yes,no,unknown,28,may,99,2,-1,0,unknown,no
55,blue-collar,married,primary,no,81,yes,no,unknown,28,may,172,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,1134,yes,no,unknown,28,may,424,3,-1,0,unknown,no
39,blue-collar,married,primary,no,-310,yes,yes,unknown,28,may,26,5,-1,0,unknown,no
45,services,married,secondary,no,692,yes,no,unknown,28,may,506,2,-1,0,unknown,no
35,blue-collar,married,primary,no,4366,yes,no,unknown,28,may,173,3,-1,0,unknown,no
37,services,single,tertiary,no,223,yes,no,unknown,28,may,25,1,-1,0,unknown,no
32,technician,single,secondary,no,1307,yes,no,unknown,28,may,267,2,-1,0,unknown,no
51,management,single,unknown,no,-461,yes,no,unknown,28,may,33,2,-1,0,unknown,no
24,services,single,tertiary,no,1385,yes,no,unknown,28,may,1277,2,-1,0,unknown,no
27,management,single,tertiary,no,3104,yes,no,unknown,28,may,160,2,-1,0,unknown,no
56,technician,divorced,secondary,no,77,yes,yes,unknown,28,may,25,2,-1,0,unknown,no
54,management,divorced,tertiary,no,192,yes,no,unknown,28,may,157,3,-1,0,unknown,no
35,blue-collar,married,primary,no,51,yes,no,unknown,28,may,593,2,-1,0,unknown,no
47,technician,married,secondary,no,-938,yes,no,unknown,28,may,176,2,-1,0,unknown,no
54,technician,married,tertiary,yes,337,yes,no,unknown,28,may,302,2,-1,0,unknown,no
40,admin.,married,secondary,no,2,no,no,unknown,28,may,187,3,-1,0,unknown,no
45,admin.,married,secondary,no,935,yes,yes,unknown,28,may,22,7,-1,0,unknown,no
27,management,single,tertiary,no,731,yes,no,unknown,28,may,335,2,-1,0,unknown,no
32,self-employed,married,secondary,no,610,yes,no,unknown,28,may,75,6,-1,0,unknown,no
41,services,married,secondary,no,803,yes,no,unknown,28,may,88,3,-1,0,unknown,no
30,blue-collar,married,primary,yes,0,yes,yes,unknown,28,may,92,5,-1,0,unknown,no
22,student,single,secondary,no,489,no,no,unknown,28,may,223,5,-1,0,unknown,no
27,blue-collar,single,primary,no,3955,yes,no,unknown,28,may,205,3,-1,0,unknown,no
51,entrepreneur,married,unknown,no,606,yes,no,unknown,28,may,560,9,-1,0,unknown,yes
24,self-employed,single,tertiary,no,931,yes,no,unknown,28,may,200,4,-1,0,unknown,no
32,technician,single,secondary,no,1210,yes,yes,unknown,28,may,267,4,-1,0,unknown,no
45,admin.,married,secondary,no,25,yes,no,unknown,28,may,82,4,-1,0,unknown,no
25,blue-collar,married,secondary,no,758,yes,no,unknown,28,may,504,3,-1,0,unknown,no
31,technician,single,secondary,no,335,yes,no,unknown,28,may,87,5,-1,0,unknown,no
41,admin.,single,secondary,no,882,yes,yes,unknown,28,may,145,2,-1,0,unknown,no
34,services,single,secondary,no,34,yes,yes,unknown,29,may,333,3,-1,0,unknown,no
51,admin.,married,primary,no,943,yes,no,unknown,29,may,620,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,48,yes,yes,unknown,29,may,144,1,-1,0,unknown,no
53,retired,married,secondary,no,1004,yes,no,unknown,29,may,155,1,-1,0,unknown,no
24,student,single,secondary,no,1919,yes,no,unknown,29,may,127,4,-1,0,unknown,no
45,technician,single,secondary,no,31,no,no,unknown,29,may,177,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,-4,yes,yes,unknown,29,may,381,1,-1,0,unknown,no
26,technician,single,tertiary,no,813,yes,no,unknown,29,may,140,3,-1,0,unknown,no
39,technician,married,secondary,no,192,yes,yes,unknown,29,may,217,5,-1,0,unknown,no
50,retired,married,secondary,no,6998,yes,no,unknown,29,may,1196,1,-1,0,unknown,no
32,management,married,secondary,no,3935,yes,no,unknown,29,may,129,2,-1,0,unknown,no
57,blue-collar,married,primary,no,630,yes,no,unknown,29,may,52,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,130,yes,no,unknown,29,may,285,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,327,yes,no,unknown,29,may,134,1,-1,0,unknown,no
29,blue-collar,married,unknown,no,559,yes,no,unknown,29,may,182,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,283,yes,yes,unknown,29,may,37,3,-1,0,unknown,no
39,technician,divorced,secondary,no,394,yes,no,unknown,29,may,184,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,72,yes,no,unknown,29,may,456,1,-1,0,unknown,no
52,technician,single,tertiary,no,1308,yes,no,unknown,29,may,361,1,-1,0,unknown,no
53,management,married,secondary,no,2895,yes,no,unknown,29,may,74,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,193,yes,no,unknown,29,may,130,1,-1,0,unknown,no
40,services,married,secondary,no,1938,no,no,unknown,29,may,37,1,-1,0,unknown,no
55,management,married,tertiary,no,0,no,no,unknown,29,may,206,2,-1,0,unknown,no
55,entrepreneur,divorced,tertiary,no,1119,no,no,unknown,29,may,283,1,-1,0,unknown,no
54,admin.,married,secondary,no,426,yes,no,unknown,29,may,205,1,-1,0,unknown,no
52,services,married,secondary,no,2081,yes,no,unknown,29,may,150,1,-1,0,unknown,no
43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,-1,0,unknown,no
27,blue-collar,single,secondary,no,2486,yes,no,unknown,29,may,733,1,-1,0,unknown,yes
51,services,married,unknown,no,224,yes,no,unknown,29,may,52,3,-1,0,unknown,no
34,technician,divorced,tertiary,no,1242,yes,no,unknown,29,may,578,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,765,yes,no,unknown,29,may,418,8,-1,0,unknown,no
42,blue-collar,married,primary,no,984,yes,no,unknown,29,may,109,1,-1,0,unknown,no
40,admin.,married,secondary,no,451,yes,yes,unknown,29,may,257,1,-1,0,unknown,no
45,technician,married,secondary,no,0,yes,no,unknown,29,may,155,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,722,yes,no,unknown,29,may,103,7,-1,0,unknown,no
40,technician,married,secondary,no,1269,yes,no,unknown,29,may,656,1,-1,0,unknown,no
23,services,single,secondary,no,0,yes,no,unknown,29,may,544,4,-1,0,unknown,no
29,unknown,single,unknown,no,209,no,no,unknown,29,may,346,6,-1,0,unknown,no
39,services,married,secondary,no,1099,no,no,unknown,29,may,134,6,-1,0,unknown,no
33,technician,single,tertiary,no,538,yes,no,unknown,29,may,359,2,-1,0,unknown,no
45,unemployed,divorced,secondary,no,3354,yes,no,unknown,29,may,746,1,-1,0,unknown,yes
32,services,single,secondary,no,187,yes,no,unknown,29,may,315,1,-1,0,unknown,no
40,management,married,tertiary,no,832,yes,yes,unknown,29,may,126,1,-1,0,unknown,no
53,technician,divorced,secondary,no,1301,yes,no,unknown,29,may,90,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,809,yes,yes,unknown,29,may,60,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,790,yes,no,unknown,29,may,356,2,-1,0,unknown,no
58,unemployed,married,secondary,no,4497,yes,no,unknown,29,may,128,1,-1,0,unknown,no
39,management,married,primary,no,1749,yes,no,unknown,29,may,46,1,-1,0,unknown,no
29,management,married,tertiary,no,1474,yes,yes,unknown,29,may,79,3,-1,0,unknown,no
41,services,married,secondary,no,1545,yes,no,unknown,29,may,390,3,-1,0,unknown,no
40,technician,single,primary,no,340,yes,no,unknown,29,may,146,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,6491,yes,no,unknown,29,may,244,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,2137,no,no,unknown,29,may,413,1,-1,0,unknown,no
41,services,single,tertiary,no,285,yes,yes,unknown,29,may,135,1,-1,0,unknown,no
52,retired,married,secondary,no,1052,yes,no,unknown,29,may,35,1,-1,0,unknown,no
41,management,married,secondary,no,689,yes,no,unknown,29,may,596,1,-1,0,unknown,no
52,technician,married,secondary,no,22755,yes,no,unknown,29,may,70,2,-1,0,unknown,no
48,management,divorced,tertiary,yes,-625,yes,no,unknown,29,may,125,2,-1,0,unknown,no
39,technician,divorced,secondary,no,1270,yes,no,unknown,29,may,245,4,-1,0,unknown,no
51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,may,117,1,-1,0,unknown,no
51,management,married,tertiary,no,0,yes,yes,unknown,29,may,410,5,-1,0,unknown,no
33,technician,married,secondary,no,2099,yes,yes,unknown,29,may,42,3,-1,0,unknown,no
47,blue-collar,married,secondary,no,7985,yes,no,unknown,29,may,347,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,812,yes,no,unknown,29,may,68,1,-1,0,unknown,no
39,blue-collar,married,secondary,yes,-16,no,no,unknown,29,may,285,2,-1,0,unknown,no
33,services,married,secondary,no,-49,yes,no,unknown,29,may,89,2,-1,0,unknown,no
42,services,married,primary,no,91,yes,no,unknown,29,may,87,7,-1,0,unknown,no
36,technician,married,secondary,no,1466,yes,no,unknown,29,may,441,1,-1,0,unknown,no
39,technician,single,secondary,no,822,yes,yes,unknown,29,may,164,3,-1,0,unknown,no
54,management,married,tertiary,no,2452,yes,no,unknown,29,may,80,3,-1,0,unknown,no
35,technician,married,secondary,no,295,yes,no,unknown,29,may,882,2,-1,0,unknown,no
57,blue-collar,married,secondary,no,-353,no,yes,unknown,29,may,26,3,-1,0,unknown,no
31,blue-collar,married,primary,no,490,yes,no,unknown,29,may,180,2,-1,0,unknown,no
55,services,divorced,secondary,no,218,yes,no,unknown,29,may,200,2,-1,0,unknown,no
36,management,single,tertiary,no,6450,yes,no,unknown,29,may,101,1,-1,0,unknown,no
37,admin.,single,secondary,no,3049,yes,yes,unknown,29,may,153,1,-1,0,unknown,no
44,services,married,secondary,no,361,yes,no,unknown,29,may,217,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,672,yes,no,unknown,29,may,129,2,-1,0,unknown,no
45,admin.,married,primary,no,895,yes,no,unknown,29,may,480,2,-1,0,unknown,no
50,management,married,unknown,no,914,yes,no,unknown,29,may,359,3,-1,0,unknown,no
53,blue-collar,married,unknown,no,1202,yes,no,unknown,29,may,332,2,-1,0,unknown,no
43,technician,married,secondary,no,5342,yes,no,unknown,29,may,689,2,-1,0,unknown,no
39,technician,single,secondary,no,556,yes,no,unknown,29,may,322,1,-1,0,unknown,no
36,admin.,married,tertiary,no,828,yes,no,unknown,29,may,116,1,-1,0,unknown,no
53,management,divorced,tertiary,no,195,yes,no,unknown,29,may,217,1,-1,0,unknown,no
52,management,single,tertiary,no,2076,yes,no,unknown,29,may,112,1,-1,0,unknown,no
41,services,married,secondary,no,2399,yes,no,unknown,29,may,607,2,-1,0,unknown,no
33,blue-collar,single,primary,no,127,yes,no,unknown,29,may,1059,2,-1,0,unknown,yes
39,management,married,tertiary,no,0,yes,no,unknown,29,may,184,2,-1,0,unknown,no
34,admin.,married,secondary,no,1365,yes,no,unknown,29,may,293,2,-1,0,unknown,no
35,management,married,secondary,no,1,yes,no,unknown,29,may,246,2,-1,0,unknown,no
46,unemployed,married,secondary,no,2940,yes,no,unknown,29,may,195,2,-1,0,unknown,no
42,management,married,tertiary,no,-1485,yes,no,unknown,29,may,221,2,-1,0,unknown,no
49,management,married,secondary,no,367,yes,no,unknown,29,may,85,6,-1,0,unknown,no
33,student,single,tertiary,no,254,yes,no,unknown,29,may,558,13,-1,0,unknown,no
36,management,married,tertiary,no,-1312,yes,yes,unknown,29,may,229,4,-1,0,unknown,no
38,technician,divorced,secondary,no,1294,yes,no,unknown,29,may,565,1,-1,0,unknown,no
30,admin.,married,secondary,no,873,yes,no,unknown,29,may,792,3,-1,0,unknown,yes
43,admin.,divorced,secondary,no,3350,yes,yes,unknown,29,may,488,1,-1,0,unknown,no
40,services,married,secondary,no,-116,yes,no,unknown,29,may,176,3,-1,0,unknown,no
44,management,married,tertiary,no,612,yes,no,unknown,29,may,88,2,-1,0,unknown,no
34,management,divorced,tertiary,no,500,yes,no,unknown,29,may,399,1,-1,0,unknown,no
30,admin.,married,secondary,no,2931,yes,no,unknown,29,may,199,3,-1,0,unknown,no
35,admin.,divorced,secondary,no,45,yes,no,unknown,29,may,167,1,-1,0,unknown,no
38,blue-collar,married,primary,no,498,yes,no,unknown,29,may,107,2,-1,0,unknown,no
34,management,married,tertiary,no,581,yes,no,unknown,29,may,182,1,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,1065,yes,yes,unknown,29,may,553,1,-1,0,unknown,no
34,admin.,single,secondary,no,10,no,yes,unknown,29,may,310,3,-1,0,unknown,no
30,blue-collar,married,primary,no,179,yes,no,unknown,29,may,764,2,-1,0,unknown,no
29,student,single,secondary,no,1093,yes,no,unknown,29,may,368,2,-1,0,unknown,no
35,management,married,tertiary,no,1550,yes,no,unknown,29,may,1611,2,-1,0,unknown,no
41,housemaid,divorced,tertiary,no,9767,yes,no,unknown,29,may,162,2,-1,0,unknown,no
40,housemaid,married,tertiary,no,795,yes,no,unknown,29,may,725,3,-1,0,unknown,no
36,management,single,tertiary,no,891,yes,no,unknown,29,may,233,5,-1,0,unknown,no
39,blue-collar,divorced,secondary,no,94,yes,no,unknown,29,may,430,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,67,2,-1,0,unknown,no
38,blue-collar,married,unknown,no,976,yes,no,unknown,29,may,318,2,-1,0,unknown,no
33,blue-collar,married,primary,no,233,yes,no,unknown,29,may,428,1,-1,0,unknown,no
45,admin.,married,secondary,no,142,yes,yes,unknown,29,may,110,3,-1,0,unknown,no
32,management,single,tertiary,no,1731,yes,yes,unknown,29,may,323,3,-1,0,unknown,no
34,technician,married,secondary,no,149,yes,no,unknown,29,may,153,2,-1,0,unknown,no
28,services,single,secondary,no,6332,yes,no,unknown,29,may,76,4,-1,0,unknown,no
39,management,single,secondary,no,835,yes,no,unknown,29,may,587,4,-1,0,unknown,no
39,admin.,married,secondary,yes,0,no,no,unknown,29,may,59,3,-1,0,unknown,no
31,student,single,tertiary,no,479,yes,no,unknown,29,may,72,12,-1,0,unknown,no
47,admin.,married,secondary,no,869,yes,no,unknown,29,may,216,2,-1,0,unknown,no
29,technician,single,secondary,no,404,yes,no,unknown,29,may,286,2,-1,0,unknown,no
36,management,single,tertiary,no,0,yes,no,unknown,29,may,211,6,-1,0,unknown,no
34,technician,divorced,secondary,no,-276,yes,no,unknown,29,may,175,3,-1,0,unknown,no
37,admin.,single,secondary,no,0,yes,no,unknown,29,may,147,4,-1,0,unknown,no
47,blue-collar,married,secondary,no,762,yes,no,unknown,29,may,56,3,-1,0,unknown,no
52,unemployed,married,secondary,no,32,yes,no,unknown,29,may,144,5,-1,0,unknown,no
48,admin.,married,tertiary,no,960,yes,no,unknown,29,may,286,3,-1,0,unknown,no
38,blue-collar,married,primary,no,714,yes,no,unknown,29,may,225,3,-1,0,unknown,no
29,management,married,tertiary,no,1366,yes,no,unknown,29,may,273,3,-1,0,unknown,no
59,retired,married,secondary,no,9976,yes,no,unknown,29,may,57,2,-1,0,unknown,no
31,services,single,secondary,no,203,yes,no,unknown,29,may,442,3,-1,0,unknown,no
34,blue-collar,married,primary,no,1031,yes,no,unknown,29,may,751,3,-1,0,unknown,yes
30,blue-collar,married,secondary,no,125,yes,no,unknown,29,may,238,2,-1,0,unknown,no
48,blue-collar,married,unknown,no,2201,yes,no,unknown,29,may,364,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,0,yes,no,unknown,29,may,106,4,-1,0,unknown,no
39,blue-collar,married,primary,no,0,no,no,unknown,29,may,191,5,-1,0,unknown,no
40,management,married,secondary,no,1576,yes,yes,unknown,29,may,253,3,-1,0,unknown,no
58,technician,married,secondary,no,4299,yes,no,unknown,29,may,348,3,-1,0,unknown,no
30,services,divorced,secondary,no,63,yes,no,unknown,29,may,96,5,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,209,3,-1,0,unknown,no
47,services,married,secondary,no,795,yes,no,unknown,29,may,42,3,-1,0,unknown,no
56,technician,single,secondary,no,3499,yes,no,unknown,29,may,248,3,-1,0,unknown,no
58,self-employed,married,tertiary,no,-81,no,no,unknown,29,may,54,22,-1,0,unknown,no
40,blue-collar,married,secondary,no,1100,yes,no,unknown,29,may,660,2,-1,0,unknown,no
52,blue-collar,married,primary,no,17,yes,no,unknown,29,may,30,2,-1,0,unknown,no
28,services,married,secondary,no,222,yes,no,unknown,29,may,101,23,-1,0,unknown,no
44,services,divorced,secondary,no,496,yes,yes,unknown,29,may,54,15,-1,0,unknown,no
38,management,single,tertiary,no,6836,yes,no,unknown,29,may,374,4,-1,0,unknown,no
30,services,single,tertiary,no,3516,yes,no,unknown,29,may,447,4,-1,0,unknown,no
42,blue-collar,married,primary,no,163,yes,no,unknown,29,may,62,6,-1,0,unknown,no
51,management,single,tertiary,no,3087,yes,no,unknown,29,may,86,4,-1,0,unknown,no
32,management,single,tertiary,no,3886,yes,yes,unknown,29,may,151,7,-1,0,unknown,no
25,blue-collar,married,primary,no,172,yes,no,unknown,29,may,95,3,-1,0,unknown,no
46,management,married,tertiary,no,385,yes,no,unknown,29,may,52,4,-1,0,unknown,no
36,technician,married,secondary,no,1345,yes,no,unknown,30,may,231,3,-1,0,unknown,no
40,blue-collar,married,primary,no,-476,yes,no,unknown,30,may,105,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,2885,yes,no,unknown,30,may,63,3,-1,0,unknown,no
46,blue-collar,married,primary,no,476,yes,no,unknown,30,may,311,4,-1,0,unknown,no
24,student,single,secondary,no,7,yes,no,unknown,30,may,86,3,-1,0,unknown,no
33,blue-collar,married,primary,no,331,yes,no,unknown,30,may,139,3,-1,0,unknown,no
37,blue-collar,married,primary,no,949,yes,no,unknown,30,may,149,1,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,601,yes,no,unknown,30,may,422,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,471,yes,no,unknown,30,may,58,2,-1,0,unknown,no
52,management,married,secondary,no,428,yes,no,unknown,30,may,153,1,-1,0,unknown,no
60,self-employed,married,primary,no,1226,yes,no,unknown,30,may,151,3,-1,0,unknown,no
33,management,single,tertiary,no,923,yes,no,unknown,30,may,118,6,-1,0,unknown,no
26,services,single,secondary,yes,-599,yes,yes,unknown,30,may,62,3,-1,0,unknown,no
38,entrepreneur,single,secondary,no,473,yes,yes,unknown,30,may,133,4,-1,0,unknown,no
50,entrepreneur,married,primary,no,237,yes,yes,unknown,30,may,184,4,-1,0,unknown,no
37,technician,single,secondary,no,1255,yes,no,unknown,30,may,224,2,-1,0,unknown,no
25,student,single,secondary,no,1790,no,no,unknown,30,may,242,3,-1,0,unknown,no
44,services,single,secondary,no,-389,yes,no,unknown,30,may,207,4,-1,0,unknown,no
42,management,married,tertiary,no,2440,yes,no,unknown,30,may,199,2,-1,0,unknown,no
55,admin.,single,secondary,no,1854,yes,no,unknown,30,may,34,2,-1,0,unknown,no
35,blue-collar,single,primary,no,293,yes,no,unknown,30,may,521,2,-1,0,unknown,no
42,blue-collar,divorced,secondary,no,685,yes,no,unknown,30,may,204,4,-1,0,unknown,no
28,blue-collar,divorced,primary,no,410,yes,no,unknown,30,may,867,3,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,267,yes,no,unknown,30,may,56,1,-1,0,unknown,no
45,admin.,married,secondary,no,840,yes,no,unknown,30,may,54,3,-1,0,unknown,no
49,blue-collar,married,primary,no,130,no,no,unknown,30,may,139,2,-1,0,unknown,no
50,technician,married,secondary,no,1093,yes,no,unknown,30,may,319,1,-1,0,unknown,no
38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown,yes
35,management,single,tertiary,no,4,yes,no,unknown,30,may,449,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,-63,yes,no,unknown,30,may,198,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,737,yes,no,unknown,30,may,135,2,-1,0,unknown,no
46,services,married,secondary,no,1227,yes,yes,unknown,30,may,135,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,-147,yes,no,unknown,30,may,652,2,-1,0,unknown,no
55,blue-collar,married,primary,no,828,yes,no,unknown,30,may,246,1,-1,0,unknown,no
37,management,married,tertiary,no,569,yes,no,unknown,30,may,92,1,-1,0,unknown,no
45,housemaid,divorced,primary,no,413,yes,no,unknown,30,may,65,1,-1,0,unknown,no
40,management,married,tertiary,no,2147,yes,no,unknown,30,may,115,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,1096,no,yes,unknown,30,may,180,1,-1,0,unknown,no
54,management,divorced,tertiary,no,129,yes,no,unknown,30,may,132,1,-1,0,unknown,no
37,management,divorced,tertiary,no,241,yes,no,unknown,30,may,126,1,-1,0,unknown,no
48,technician,married,secondary,yes,0,no,no,unknown,30,may,682,1,-1,0,unknown,yes
41,admin.,divorced,secondary,no,2397,yes,no,unknown,30,may,278,2,-1,0,unknown,no
54,technician,divorced,secondary,no,814,yes,no,unknown,30,may,95,1,-1,0,unknown,no
37,management,single,secondary,no,3167,yes,no,unknown,30,may,197,1,-1,0,unknown,no
31,blue-collar,married,unknown,yes,-13,yes,no,unknown,30,may,176,4,-1,0,unknown,no
33,blue-collar,married,primary,no,1002,yes,no,unknown,30,may,201,4,-1,0,unknown,no
54,blue-collar,divorced,secondary,no,154,yes,no,unknown,30,may,197,12,-1,0,unknown,no
36,blue-collar,married,primary,no,243,yes,yes,unknown,30,may,118,2,-1,0,unknown,no
58,retired,married,primary,no,590,yes,no,unknown,30,may,114,2,-1,0,unknown,no
53,technician,divorced,primary,no,7290,yes,no,unknown,30,may,153,1,-1,0,unknown,no
36,housemaid,married,secondary,no,419,yes,no,unknown,30,may,251,1,-1,0,unknown,no
46,management,divorced,tertiary,no,14481,yes,no,unknown,30,may,1269,1,-1,0,unknown,yes
44,management,divorced,tertiary,no,1379,yes,no,unknown,30,may,119,1,-1,0,unknown,no
35,blue-collar,married,primary,no,2205,yes,no,unknown,30,may,199,3,-1,0,unknown,no
36,blue-collar,married,primary,no,287,yes,no,unknown,30,may,157,3,-1,0,unknown,no
40,management,single,tertiary,no,-199,yes,yes,unknown,30,may,109,1,-1,0,unknown,no
52,blue-collar,married,primary,no,2144,yes,no,unknown,30,may,60,1,-1,0,unknown,no
40,admin.,divorced,secondary,no,-105,yes,no,unknown,30,may,385,2,-1,0,unknown,no
51,management,married,secondary,no,2632,no,no,unknown,30,may,137,1,-1,0,unknown,no
40,admin.,married,secondary,no,1597,yes,no,unknown,30,may,633,1,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,1513,no,no,unknown,30,may,510,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,1440,yes,no,unknown,30,may,309,1,-1,0,unknown,no
58,self-employed,married,secondary,no,1407,yes,no,unknown,30,may,58,1,-1,0,unknown,no
39,technician,married,tertiary,no,123,yes,no,unknown,30,may,127,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,629,yes,yes,unknown,30,may,208,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,438,yes,no,unknown,30,may,129,3,-1,0,unknown,no
34,technician,married,secondary,no,650,yes,no,unknown,30,may,184,2,-1,0,unknown,no
41,services,married,secondary,no,96,yes,no,unknown,30,may,136,2,-1,0,unknown,no
41,admin.,married,secondary,no,4539,no,no,unknown,30,may,298,3,-1,0,unknown,no
27,technician,married,secondary,no,7102,yes,no,unknown,30,may,141,9,-1,0,unknown,no
35,technician,divorced,secondary,no,5724,yes,no,unknown,30,may,691,10,-1,0,unknown,yes
24,technician,single,secondary,no,278,yes,no,unknown,30,may,111,1,-1,0,unknown,no
37,management,single,tertiary,no,614,yes,no,unknown,30,may,371,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,535,yes,no,unknown,30,may,265,3,-1,0,unknown,no
44,technician,married,secondary,no,561,yes,no,unknown,30,may,613,2,-1,0,unknown,no
46,technician,married,secondary,no,49,yes,no,unknown,30,may,96,3,-1,0,unknown,no
42,blue-collar,married,primary,no,188,yes,no,unknown,30,may,53,5,-1,0,unknown,no
51,management,married,secondary,no,614,yes,yes,unknown,30,may,91,2,-1,0,unknown,no
