age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44,management,married,tertiary,no,17,yes,no,unknown,6,may,352,2,-1,0,unknown,no
37,services,married,secondary,no,358,yes,no,unknown,6,may,390,3,-1,0,unknown,no
38,technician,married,secondary,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,no
41,admin.,divorced,primary,no,4070,yes,no,unknown,6,may,140,2,-1,0,unknown,no
48,retired,married,secondary,no,74,no,yes,unknown,6,may,315,1,-1,0,unknown,no
48,technician,married,tertiary,no,310,no,no,unknown,6,may,135,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,384,yes,no,unknown,6,may,1906,3,-1,0,unknown,no
37,services,single,unknown,no,-118,yes,no,unknown,6,may,147,2,-1,0,unknown,no
32,services,married,secondary,no,243,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown,no
55,services,married,primary,no,255,yes,no,unknown,6,may,285,1,-1,0,unknown,no
39,blue-collar,married,primary,no,2226,yes,no,unknown,6,may,158,1,-1,0,unknown,no
33,technician,divorced,secondary,no,7,yes,yes,unknown,6,may,87,1,-1,0,unknown,no
34,admin.,single,unknown,no,2434,yes,no,unknown,6,may,218,4,-1,0,unknown,no
42,blue-collar,married,primary,no,15,yes,no,unknown,6,may,230,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,240,yes,no,unknown,6,may,246,1,-1,0,unknown,no
37,technician,married,secondary,no,123,yes,yes,unknown,6,may,530,2,-1,0,unknown,no
41,management,married,tertiary,no,65,yes,no,unknown,6,may,524,2,-1,0,unknown,no
38,admin.,single,secondary,no,221,yes,no,unknown,6,may,211,2,-1,0,unknown,no
39,admin.,married,secondary,no,104,yes,no,unknown,6,may,412,1,-1,0,unknown,no
28,technician,single,secondary,no,312,yes,no,unknown,6,may,392,1,-1,0,unknown,no
29,admin.,married,secondary,no,-150,yes,no,unknown,6,may,328,1,-1,0,unknown,no
45,services,married,secondary,no,1259,yes,no,unknown,6,may,507,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,140,yes,no,unknown,6,may,311,3,-1,0,unknown,no
31,management,single,tertiary,no,-173,yes,no,unknown,6,may,396,2,-1,0,unknown,no
38,management,married,tertiary,no,389,yes,no,unknown,6,may,262,1,-1,0,unknown,no
35,technician,married,secondary,no,-131,yes,no,unknown,6,may,467,2,-1,0,unknown,no
40,management,single,tertiary,no,242,yes,no,unknown,6,may,221,2,-1,0,unknown,no
40,blue-collar,married,primary,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,1631,yes,no,unknown,6,may,346,2,-1,0,unknown,no
43,services,divorced,secondary,no,0,yes,no,unknown,6,may,125,2,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,125,yes,no,unknown,6,may,95,3,-1,0,unknown,no
41,admin.,divorced,secondary,no,322,yes,no,unknown,6,may,87,4,-1,0,unknown,no
58,management,married,tertiary,no,68,yes,no,unknown,6,may,172,5,-1,0,unknown,no
42,admin.,married,secondary,no,101,yes,no,unknown,6,may,32,3,-1,0,unknown,no
49,blue-collar,married,primary,no,198,yes,no,unknown,6,may,200,2,-1,0,unknown,no
47,entrepreneur,married,unknown,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,183,yes,no,unknown,6,may,112,4,-1,0,unknown,no
54,blue-collar,married,secondary,no,254,yes,no,unknown,6,may,66,2,-1,0,unknown,no
59,services,married,secondary,no,307,yes,yes,unknown,6,may,250,7,-1,0,unknown,no
29,student,single,secondary,no,110,yes,no,unknown,7,may,169,3,-1,0,unknown,no
39,blue-collar,married,primary,no,245,yes,no,unknown,7,may,148,3,-1,0,unknown,no
50,blue-collar,married,primary,no,156,yes,no,unknown,7,may,117,3,-1,0,unknown,no
46,services,married,secondary,no,89,yes,no,unknown,7,may,479,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,166,yes,no,unknown,7,may,285,3,-1,0,unknown,no
30,admin.,married,secondary,no,4,no,no,unknown,7,may,172,8,-1,0,unknown,no
51,services,divorced,secondary,no,-69,yes,no,unknown,7,may,216,3,-1,0,unknown,no
42,management,divorced,tertiary,no,221,yes,no,unknown,7,may,720,2,-1,0,unknown,no
29,student,single,tertiary,no,185,yes,no,unknown,7,may,141,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,301,yes,no,unknown,7,may,395,2,-1,0,unknown,no
44,blue-collar,married,primary,no,503,yes,no,unknown,7,may,629,2,-1,0,unknown,no
43,management,married,tertiary,no,144,yes,no,unknown,7,may,131,3,-1,0,unknown,no
39,management,married,tertiary,no,305,yes,no,unknown,7,may,275,6,-1,0,unknown,no
30,blue-collar,divorced,secondary,no,251,yes,yes,unknown,7,may,120,2,-1,0,unknown,no
56,retired,married,secondary,no,0,yes,no,unknown,7,may,333,4,-1,0,unknown,no
35,blue-collar,married,primary,yes,0,yes,no,unknown,7,may,292,1,-1,0,unknown,no
57,services,married,secondary,no,1,no,no,unknown,7,may,852,1,-1,0,unknown,no
45,blue-collar,married,primary,no,97,yes,no,unknown,7,may,923,3,-1,0,unknown,no
33,services,married,secondary,no,404,yes,no,unknown,7,may,139,1,-1,0,unknown,no
37,services,single,secondary,no,259,yes,no,unknown,7,may,130,1,-1,0,unknown,no
35,technician,single,secondary,no,539,yes,no,unknown,7,may,520,1,-1,0,unknown,no
30,services,single,secondary,no,-174,yes,no,unknown,7,may,113,1,-1,0,unknown,no
31,technician,single,secondary,no,147,yes,no,unknown,7,may,374,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,72,yes,no,unknown,7,may,425,6,-1,0,unknown,no
56,blue-collar,married,secondary,no,-203,yes,no,unknown,7,may,139,1,-1,0,unknown,no
52,self-employed,married,secondary,no,273,no,no,unknown,7,may,227,1,-1,0,unknown,no
31,admin.,single,secondary,no,299,yes,no,unknown,7,may,492,2,-1,0,unknown,no
31,technician,married,secondary,no,344,yes,no,unknown,7,may,123,1,-1,0,unknown,no
38,blue-collar,married,primary,no,83,yes,no,unknown,7,may,140,2,-1,0,unknown,no
29,unemployed,married,tertiary,no,8,yes,no,unknown,7,may,233,1,-1,0,unknown,no
32,management,married,tertiary,no,233,yes,no,unknown,7,may,193,1,-1,0,unknown,no
47,management,divorced,tertiary,no,447,no,yes,unknown,7,may,126,1,-1,0,unknown,no
29,student,single,secondary,no,872,yes,no,unknown,7,may,230,1,-1,0,unknown,no
31,services,married,tertiary,no,309,yes,yes,unknown,7,may,294,1,-1,0,unknown,no
29,entrepreneur,married,primary,no,56,yes,yes,unknown,7,may,336,1,-1,0,unknown,no
38,admin.,single,secondary,no,100,yes,no,unknown,7,may,786,1,-1,0,unknown,yes
40,admin.,married,secondary,no,2100,yes,yes,unknown,7,may,164,2,-1,0,unknown,no
35,management,married,tertiary,no,267,yes,no,unknown,7,may,192,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,627,yes,no,unknown,7,may,283,2,-1,0,unknown,no
43,admin.,single,secondary,no,140,yes,no,unknown,7,may,127,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,97,yes,no,unknown,7,may,67,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,-205,yes,no,unknown,7,may,388,1,-1,0,unknown,no
30,management,single,tertiary,no,112,yes,no,unknown,7,may,245,1,-1,0,unknown,no
55,retired,married,primary,no,-90,yes,yes,unknown,7,may,634,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,no,no,unknown,7,may,107,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,-932,yes,no,unknown,7,may,799,1,-1,0,unknown,no
52,admin.,married,secondary,no,31,yes,no,unknown,7,may,120,1,-1,0,unknown,no
35,services,married,secondary,no,528,no,no,unknown,7,may,274,2,-1,0,unknown,no
46,entrepreneur,married,unknown,no,1481,yes,no,unknown,7,may,49,3,-1,0,unknown,no
33,blue-collar,married,primary,no,198,yes,no,unknown,7,may,121,2,-1,0,unknown,no
42,technician,married,tertiary,no,644,yes,no,unknown,7,may,19,1,-1,0,unknown,no
57,retired,married,secondary,no,502,yes,no,unknown,7,may,229,3,-1,0,unknown,no
39,blue-collar,married,primary,no,106,yes,no,unknown,7,may,56,1,-1,0,unknown,no
57,retired,married,tertiary,no,906,yes,no,unknown,7,may,117,1,-1,0,unknown,no
44,management,married,unknown,no,187,yes,no,unknown,7,may,185,1,-1,0,unknown,no
30,services,single,secondary,no,21,yes,no,unknown,7,may,104,2,-1,0,unknown,no
41,management,divorced,secondary,no,276,yes,no,unknown,7,may,60,1,-1,0,unknown,no
47,blue-collar,married,primary,no,550,yes,no,unknown,7,may,113,1,-1,0,unknown,no
58,retired,married,secondary,no,268,yes,no,unknown,7,may,516,1,-1,0,unknown,no
60,retired,married,secondary,no,42,yes,yes,unknown,7,may,386,2,-1,0,unknown,no
33,management,single,tertiary,no,54,no,no,unknown,7,may,262,2,-1,0,unknown,no
51,blue-collar,married,primary,no,1466,yes,no,unknown,7,may,406,2,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,7,may,650,1,-1,0,unknown,no
52,blue-collar,married,tertiary,no,297,yes,no,unknown,7,may,55,1,-1,0,unknown,no
49,services,married,secondary,no,1377,yes,no,unknown,7,may,1101,1,-1,0,unknown,no
50,technician,married,secondary,no,73,no,no,unknown,7,may,93,1,-1,0,unknown,no
44,blue-collar,divorced,secondary,no,558,yes,no,unknown,7,may,485,1,-1,0,unknown,no
40,blue-collar,married,unknown,no,-4,yes,no,unknown,7,may,311,1,-1,0,unknown,no
41,blue-collar,married,unknown,no,225,yes,no,unknown,7,may,690,2,-1,0,unknown,no
48,technician,married,secondary,no,-500,yes,no,unknown,7,may,78,5,-1,0,unknown,no
43,technician,divorced,tertiary,no,1026,yes,yes,unknown,7,may,224,5,-1,0,unknown,no
41,blue-collar,married,secondary,no,108,yes,yes,unknown,7,may,203,1,-1,0,unknown,no
56,blue-collar,married,primary,no,862,yes,yes,unknown,7,may,198,2,-1,0,unknown,no
48,admin.,married,secondary,no,359,yes,no,unknown,7,may,374,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,42,yes,no,unknown,7,may,154,2,-1,0,unknown,no
30,technician,single,tertiary,no,60,yes,yes,unknown,7,may,306,5,-1,0,unknown,no
41,blue-collar,married,secondary,no,-15,yes,no,unknown,7,may,169,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,1557,yes,no,unknown,7,may,263,6,-1,0,unknown,no
46,blue-collar,married,primary,no,323,yes,no,unknown,7,may,108,6,-1,0,unknown,no
44,blue-collar,married,primary,no,-171,yes,no,unknown,7,may,441,2,-1,0,unknown,no
36,services,single,secondary,no,174,yes,no,unknown,7,may,223,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,442,yes,no,unknown,7,may,105,2,-1,0,unknown,no
30,technician,divorced,tertiary,no,-317,yes,no,unknown,7,may,381,2,-1,0,unknown,no
41,management,married,tertiary,no,72,yes,no,unknown,7,may,764,3,-1,0,unknown,no
59,blue-collar,married,primary,no,10,yes,no,unknown,7,may,133,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,615,yes,no,unknown,7,may,225,2,-1,0,unknown,no
37,blue-collar,married,primary,no,321,yes,no,unknown,7,may,228,2,-1,0,unknown,no
37,management,divorced,tertiary,no,42,yes,no,unknown,7,may,564,3,-1,0,unknown,no
38,blue-collar,married,primary,no,1807,no,no,unknown,7,may,348,3,-1,0,unknown,no
44,blue-collar,single,secondary,no,-212,yes,yes,unknown,7,may,103,4,-1,0,unknown,no
43,blue-collar,married,primary,no,487,yes,no,unknown,7,may,548,2,-1,0,unknown,no
32,services,single,secondary,no,81,yes,no,unknown,7,may,126,5,-1,0,unknown,no
46,blue-collar,married,secondary,no,78,yes,yes,unknown,7,may,145,1,-1,0,unknown,no
50,blue-collar,married,primary,yes,354,yes,no,unknown,7,may,123,2,-1,0,unknown,no
39,technician,single,unknown,no,0,yes,no,unknown,7,may,130,1,-1,0,unknown,no
57,retired,divorced,secondary,no,8266,yes,no,unknown,7,may,71,1,-1,0,unknown,no
29,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689,4,-1,0,unknown,yes
29,services,married,primary,no,321,yes,no,unknown,7,may,196,2,-1,0,unknown,no
38,blue-collar,single,primary,no,20,yes,no,unknown,7,may,81,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,1045,yes,yes,unknown,7,may,149,1,-1,0,unknown,no
28,management,married,tertiary,no,3,yes,no,unknown,7,may,122,5,-1,0,unknown,no
46,blue-collar,single,tertiary,no,460,yes,no,unknown,7,may,1102,2,-1,0,unknown,yes
48,admin.,divorced,secondary,no,268,yes,no,unknown,7,may,71,4,-1,0,unknown,no
35,management,divorced,tertiary,no,788,yes,no,unknown,7,may,297,3,-1,0,unknown,no
29,technician,single,secondary,no,247,yes,no,unknown,8,may,134,1,-1,0,unknown,no
34,management,married,primary,no,6,yes,no,unknown,8,may,125,3,-1,0,unknown,no
34,blue-collar,single,secondary,yes,-947,yes,no,unknown,8,may,211,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,-147,yes,no,unknown,8,may,156,1,-1,0,unknown,no
36,technician,married,secondary,no,83,yes,no,unknown,8,may,178,1,-1,0,unknown,no
42,technician,married,secondary,no,420,yes,no,unknown,8,may,94,1,-1,0,unknown,no
38,blue-collar,married,primary,no,54,yes,no,unknown,8,may,180,1,-1,0,unknown,no
42,entrepreneur,married,primary,no,198,yes,no,unknown,8,may,314,1,-1,0,unknown,no
56,management,divorced,tertiary,no,177,yes,no,unknown,8,may,1040,1,-1,0,unknown,no
33,blue-collar,divorced,primary,no,176,yes,no,unknown,8,may,622,1,-1,0,unknown,no
33,blue-collar,married,primary,no,-81,yes,no,unknown,8,may,267,1,-1,0,unknown,no
43,management,married,tertiary,no,870,yes,yes,unknown,8,may,528,1,-1,0,unknown,no
36,admin.,single,secondary,no,206,yes,no,unknown,8,may,183,1,-1,0,unknown,no
37,technician,married,secondary,no,316,yes,no,unknown,8,may,238,1,-1,0,unknown,no
51,management,married,primary,yes,57,yes,yes,unknown,8,may,61,1,-1,0,unknown,no
28,housemaid,divorced,primary,no,1,yes,no,unknown,8,may,923,1,-1,0,unknown,no
55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown,no
48,blue-collar,single,unknown,no,71,yes,no,unknown,8,may,101,2,-1,0,unknown,no
51,retired,married,secondary,no,226,yes,yes,unknown,8,may,418,1,-1,0,unknown,no
27,admin.,single,secondary,no,181,yes,no,unknown,8,may,231,2,-1,0,unknown,no
42,technician,married,secondary,no,0,yes,no,unknown,8,may,66,2,-1,0,unknown,no
